song_duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,audio_mode,speechiness,tempo,audio_valence,time_signature_1,key_1
196400,0.0175,0.669,0.574,0.00294,0.146,-6.442,False,0.0286,120.013,0.273,False,False
250000,0.475,0.684,0.481,6.57e-05,0.118,-12.59,True,0.0384,115.078,0.784,False,False
242599,0.215,0.7559999999999999,0.428,6.809999999999999e-05,0.0963,-7.702999999999999,True,0.0583,97.065,0.23,False,False
255066,0.0863,0.284,0.774,0.0,0.0744,-3.039,True,0.0685,131.381,0.362,False,False
205092,0.0381,0.695,0.5489999999999999,0.0,0.104,-5.134,True,0.0305,99.634,0.5660000000000001,False,True
145586,0.512,0.614,0.4639999999999999,3.700000000000001e-06,0.142,-14.047,False,0.0397,102.355,0.462,False,False
180820,0.0645,0.608,0.755,0.0,0.155,-4.197,True,0.0478,128.03799999999998,0.6629999999999999,False,False
191666,0.0196,0.7490000000000001,0.78,0.0,0.0901,-4.307,False,0.0636,92.007,0.905,False,True
214680,0.1159999999999999,0.7559999999999999,0.369,5.33e-05,0.108,-6.409,True,0.225,65.877,0.5529999999999999,False,False
196440,0.146,0.7659999999999999,0.867,0.0,0.0719,-3.657,False,0.12,110.096,0.809,False,False
216129,0.000336,0.7829999999999999,0.926,0.00924,0.121,-4.839,True,0.107,160.001,0.637,False,False
286880,0.743,0.664,0.5529999999999999,0.00978,0.0838,-7.723,True,0.0264,112.52,0.287,False,False
295480,0.17,0.48,0.529,4.27e-06,0.257,-7.825,True,0.0275,81.527,0.469,False,False
222040,0.0604,0.67,0.838,0.000611,0.159,-4.031000000000001,True,0.0362,104.998,0.7170000000000001,False,False
199801,0.154,0.726,0.7509999999999999,0.0,0.1169999999999999,-6.757999999999999,True,0.174,127.034,0.8590000000000001,False,True
243466,0.268,0.949,0.685,0.0,0.0504,-2.4730000000000003,False,0.125,102.537,0.738,False,False
161832,0.0827,0.8009999999999999,0.5670000000000001,2.71e-05,0.099,-8.097999999999999,True,0.214,135.06,0.518,False,False
298133,0.0412,0.723,0.539,0.0132,0.0343,-8.041,True,0.038,108.946,0.283,False,False
201666,0.799,0.396,0.466,0.0,0.0943,-6.106,True,0.0289999999999999,168.053,0.556,False,False
136222,0.508,0.774,0.9,0.0,0.245,-3.808,False,0.118,115.031,0.524,False,False
157373,0.35,0.579,0.637,0.0,0.0905,-6.2010000000000005,True,0.0289,135.28,0.7190000000000001,False,False
237026,0.000389,0.2789999999999999,0.664,0.000655,0.133,-8.851,True,0.0371,104.56,0.49,False,False
187611,0.346,0.628,0.484,0.0,0.24,-6.08,True,0.0268,100.898,0.3989999999999999,False,False
215672,0.00314,0.645,0.585,0.0,0.165,-6.122000000000001,True,0.0513,131.931,0.353,False,False
185523,0.000242,0.346,0.75,0.0119,0.271,-6.619,True,0.103,165.03599999999997,0.667,False,False
196840,0.195,0.7440000000000001,0.63,0.0,0.0655,-7.727,True,0.0344,108.466,0.946,False,False
144761,0.187,0.772,0.316,7.45e-05,0.11,-9.342,True,0.136,79.947,0.0506,False,False
238626,0.00899,0.584,0.81,0.00104,0.0789,-6.308,True,0.0308,87.094,0.865,False,False
270480,0.0756,0.8390000000000001,0.643,0.000143,0.305,-5.252000000000001,False,0.0336,129.10399999999998,0.735,False,False
177106,0.5760000000000001,0.7140000000000001,0.446,0.0008939999999999,0.0798,-10.304,True,0.0323,107.313,0.625,False,False
237386,0.655,0.519,0.457,0.0,0.0696,-8.061,False,0.0463,116.209,0.755,False,False
179352,0.141,0.462,0.735,0.0,0.171,-6.611000000000001,False,0.125,88.115,0.608,False,False
191181,0.0374,0.6809999999999999,0.9,0.00157,0.0816,-5.595,True,0.0739,123.001,0.457,False,False
175493,0.49,0.5579999999999999,0.733,1.34e-05,0.345,-7.237,False,0.032,104.582,0.625,False,False
226946,0.205,0.608,0.745,0.0,0.342,-5.82,True,0.0354,82.00299999999999,0.595,False,False
202040,0.0774,0.732,0.934,0.00745,0.306,-4.618,True,0.144,159.998,0.898,False,False
180386,0.506,0.5760000000000001,0.513,8.120000000000001e-05,0.153,-8.541,False,0.0286,129.453,0.972,False,False
245266,0.906,0.55,0.335,0.00261,0.0967,-11.154000000000002,True,0.0357,72.786,0.207,False,False
155586,0.482,0.455,0.351,0.0,0.0768,-13.845,True,0.0316,85.465,0.593,False,False
281960,0.00742,0.596,0.8959999999999999,0.00057,0.372,-4.635,True,0.0382,115.092,0.456,False,False
179063,0.919,0.655,0.127,0.0,0.105,-11.036,True,0.0467,150.407,0.436,False,False
140487,0.967,0.422,0.434,0.0132,0.106,-10.173,False,0.226,81.695,0.309,False,False
155533,0.636,0.562,0.353,0.000619,0.105,-11.882,True,0.0249,77.973,0.431,False,False
198146,0.904,0.363,0.129,1.52e-06,0.157,-14.304,True,0.0322,80.367,0.147,False,False
280189,0.258,0.451,0.785,0.0,0.12,-4.7010000000000005,False,0.0362,96.831,0.846,False,False
179706,0.000474,0.406,0.917,0.000838,0.292,-5.37,True,0.0467,129.231,0.892,False,False
267000,0.254,0.8109999999999999,0.88,0.00146,0.0475,-2.972,True,0.0628,124.12,0.915,False,False
185186,0.608,0.7759999999999999,0.836,0.00075,0.22,-6.984,False,0.0541,133.52100000000002,0.962,False,False
183960,0.108,0.6629999999999999,0.525,0.0,0.349,-9.674,True,0.0331,134.748,0.731,False,False
209160,0.0703,0.733,0.65,6.59e-05,0.0829,-3.539,True,0.0315,110.003,0.348,False,False
165640,0.591,0.602,0.523,2.99e-06,0.0944,-8.344,True,0.0325,161.52700000000002,0.85,False,False
244226,0.0954,0.7979999999999999,0.652,4.970000000000001e-05,0.188,-7.86,True,0.0285,131.987,0.411,False,False
237240,0.0367,0.54,0.367,0.0,0.0433,-14.238,True,0.0277,70.27600000000001,0.252,False,False
278640,0.883,0.335,0.306,0.00577,0.102,-10.559,True,0.0277,79.609,0.268,False,False
175973,0.0001409999999999,0.372,0.977,1.47e-05,0.271,-3.78,True,0.154,172.834,0.37,False,False
252373,0.392,0.688,0.569,0.000175,0.12,-7.007000000000001,False,0.0375,109.041,0.359,False,False
182338,0.4029999999999999,0.563,0.7040000000000001,0.0,0.0599,-4.7010000000000005,True,0.143,180.075,0.87,False,False
275986,0.00864,0.583,0.8290000000000001,0.0,0.0426,-4.603,True,0.134,174.028,0.575,False,True
194760,0.253,0.531,0.568,7.7e-05,0.26,-5.53,True,0.0571,164.127,0.4379999999999999,False,False
251960,0.168,0.617,0.882,0.0,0.12,-2.701,False,0.1009999999999999,145.933,0.267,False,True
156893,0.7170000000000001,0.212,0.3339999999999999,0.0056,0.0936,-12.196,True,0.0308,141.071,0.638,False,False
186346,0.175,0.657,0.415,5.65e-06,0.132,-9.915,True,0.025,96.03,0.347,False,False
239800,0.792,0.503,0.511,0.0,0.0968,-11.407,False,0.2269999999999999,171.03799999999998,0.929,False,False
180906,0.133,0.607,0.575,2.52e-06,0.0566,-7.066,True,0.0252,78.34100000000001,0.504,False,False
196866,0.0923,0.674,0.81,4.74e-05,0.11,-5.117,False,0.0378,94.995,0.391,False,False
199375,0.195,0.741,0.504,1.59e-05,0.0888,-6.992000000000001,True,0.0405,94.0,0.59,False,False
250984,0.609,0.79,0.732,2.87e-05,0.118,-3.599,True,0.0844,109.974,0.785,False,True
223500,0.0552,0.7559999999999999,0.436,1.27e-05,0.0699,-9.683,False,0.0848,159.99200000000002,0.34,False,False
221946,0.046,0.562,0.939,0.0,0.1119999999999999,-4.282,True,0.0475,116.044,0.684,False,False
277240,0.0603,0.6,0.77,4.79e-06,0.0967,-5.559,False,0.0302,128.47299999999998,0.321,False,False
256600,0.00701,0.37,0.944,2.9e-06,0.135,-4.979,False,0.0767,130.315,0.345,False,True
224693,0.8340000000000001,0.698,0.349,0.0,0.0804,-7.579,True,0.0351,121.898,0.446,False,False
269160,0.358,0.472,0.672,0.0,0.108,-4.997,False,0.212,81.813,0.392,False,False
231506,0.0866,0.7040000000000001,0.915,0.00266,0.123,-6.841,True,0.0298,104.521,0.769,False,False
233200,0.8809999999999999,0.312,0.5479999999999999,0.000805,0.127,-5.127999999999999,False,0.0431,129.622,0.25,False,False
140773,0.201,0.64,0.6629999999999999,0.00806,0.152,-7.516,True,0.0374,132.77,0.6629999999999999,False,False
187853,0.00764,0.507,0.933,7.859999999999999e-05,0.345,-3.74,True,0.091,148.14600000000002,0.555,False,False
187000,0.626,0.544,0.446,5.7100000000000006e-05,0.136,-9.957,False,0.0861,164.93,0.0891,False,False
209546,0.635,0.54,0.439,1.93e-05,0.0993,-8.591000000000001,True,0.115,167.908,0.371,False,False
257927,0.0626,0.659,0.75,7.41e-05,0.0892,-8.119,False,0.0266,112.913,0.7509999999999999,False,False
207360,0.0874,0.563,0.536,0.000105,0.1639999999999999,-9.488,True,0.0286,81.094,0.312,False,False
192840,0.0144,0.644,0.713,0.0,0.0829,-7.148,False,0.0547,95.999,0.4679999999999999,False,False
210106,0.8029999999999999,0.711,0.299,0.0,0.1159999999999999,-8.286,True,0.0394,125.068,0.5770000000000001,False,False
216440,0.0289,0.8540000000000001,0.918,0.0137,0.0846,-6.5520000000000005,True,0.0733,93.019,0.735,False,False
214946,0.0113,0.8540000000000001,0.71,8.72e-05,0.166,-6.32,False,0.0793,106.894,0.818,False,False
238320,0.203,0.41,0.726,0.0,0.107,-3.845,True,0.15,77.226,0.552,False,False
300773,0.171,0.618,0.8959999999999999,0.0,0.0875,-5.357,True,0.0307,113.961,0.711,False,False
174733,0.242,0.779,0.612,0.0,0.0454,-8.521,False,0.0422,98.258,0.8740000000000001,False,False
241231,0.0304,0.813,0.597,2.03e-05,0.048,-6.93,True,0.0469,108.037,0.375,False,False
236483,0.407,0.762,0.831,0.0,0.171,-4.042,False,0.0299,135.019,0.961,False,False
185333,0.838,0.51,0.375,0.0,0.115,-11.565,True,0.0297,71.046,0.271,False,False
252960,0.0136,0.7440000000000001,0.8270000000000001,0.0,0.272,-2.972,True,0.113,145.972,0.735,False,False
239835,0.349,0.511,0.5660000000000001,0.0,0.34,-7.23,False,0.2,83.90299999999999,0.218,False,False
211533,0.0044399999999999,0.8009999999999999,0.6409999999999999,3.54e-05,0.105,-9.097,False,0.0565,93.773,0.8290000000000001,False,False
251000,0.00941,0.6940000000000001,0.872,1.6800000000000002e-05,0.0719,-3.799,False,0.0297,113.978,0.962,False,False
217185,0.249,0.624,0.65,0.0,0.0739,-5.858,True,0.0341,135.972,0.5920000000000001,False,False
230439,0.162,0.71,0.8140000000000001,0.0,0.16,-4.575,True,0.0561,155.02,0.7140000000000001,False,False
145205,0.175,0.8140000000000001,0.53,2.71e-06,0.115,-6.187,False,0.0933,103.02,0.427,False,False
186800,0.386,0.731,0.465,0.0,0.0854,-8.133,True,0.03,120.877,0.519,False,False
227755,0.527,0.6409999999999999,0.525,0.0,0.294,-6.125,False,0.0829,97.981,0.528,False,False
195666,0.0171,0.58,0.981,1.07e-05,0.386,-2.603,False,0.06,134.007,0.861,False,False
234293,0.397,0.612,0.6709999999999999,1.19e-06,0.0984,-4.448,True,0.0276,149.986,0.7,False,False
169186,0.0001419999999999,0.759,0.732,0.0016,0.0626,-5.546,True,0.118,140.005,0.379,False,True
199893,0.000504,0.581,0.887,0.0011099999999999,0.268,-3.659,False,0.0624,90.578,0.7240000000000001,False,False
226200,0.601,0.491,0.456,1.76e-06,0.114,-7.733,False,0.0522,74.40100000000001,0.119,False,False
135016,0.6409999999999999,0.8390000000000001,0.473,0.000459,0.0939,-7.835,False,0.0607,98.732,0.0644,False,False
215539,0.00036,0.633,0.884,1.64e-06,0.1889999999999999,-5.667000000000001,True,0.0392,110.081,0.296,False,True
187920,0.0573,0.807,0.887,2.87e-06,0.124,-3.726,True,0.0503,134.05200000000002,0.961,False,False
158145,0.0453,0.7190000000000001,0.8370000000000001,0.0,0.109,-5.152,False,0.171,85.012,0.604,False,False
195676,0.57,0.493,0.445,0.0,0.11,-7.113,True,0.0364,81.581,0.392,False,False
192230,0.126,0.5660000000000001,0.672,0.0,0.225,-5.053999999999999,True,0.034,77.983,0.435,False,False
223286,0.00467,0.6409999999999999,0.833,0.0,0.352,-4.597,False,0.108,130.005,0.135,False,False
146622,8.36e-05,0.26,0.985,0.000122,0.367,-3.704,True,0.063,103.54,0.292,False,False
248866,0.306,0.8490000000000001,0.521,1.65e-06,0.115,-12.999,False,0.216,95.262,0.763,False,False
213060,0.337,0.655,0.8109999999999999,0.0,0.093,-4.647,True,0.0322,153.968,0.737,False,False
298800,0.665,0.6609999999999999,0.184,0.0,0.106,-13.644,False,0.038,140.006,0.357,False,True
191520,0.000455,0.426,0.888,0.0,0.306,-3.72,False,0.0987,144.111,0.387,False,False
197051,0.104,0.762,0.635,0.0,0.0789,-4.852,True,0.1009999999999999,155.983,0.565,False,False
177693,0.664,0.379,0.53,4.45e-06,0.14,-11.281,True,0.0313,159.17700000000002,0.574,False,False
253133,0.22,0.733,0.636,5.95e-06,0.0753,-7.835,True,0.0264,92.531,0.868,False,False
192946,0.851,0.516,0.4379999999999999,0.0,0.4029999999999999,-11.834,True,0.0321,132.519,0.42,False,False
142000,0.752,0.625,0.416,0.0,0.0853,-10.282,True,0.0316,149.44,0.833,False,False
224906,2.08e-05,0.485,0.987,0.0,0.267,-3.1,True,0.0738,123.576,0.272,False,False
123520,0.318,0.7090000000000001,0.62,0.0,0.0426,-9.382,True,0.034,93.723,0.936,False,False
247293,0.283,0.613,0.512,1.42e-05,0.123,-8.341000000000001,True,0.0383,146.013,0.177,False,False
237866,0.09,0.8540000000000001,0.778,4.85e-06,0.104,-3.585,True,0.049,106.09,0.968,False,True
229466,0.103,0.688,0.858,0.000118,0.147,-6.496,False,0.0348,92.253,0.6970000000000001,False,False
210960,0.0319,0.6459999999999999,0.795,0.0,0.267,-3.293,True,0.0976,89.99,0.7959999999999999,False,False
233919,0.27,0.583,0.667,3.64e-05,0.1669999999999999,-7.351,True,0.0289999999999999,140.028,0.53,False,False
250693,0.203,0.706,0.753,3.04e-05,0.184,-6.087999999999999,True,0.0259,129.968,0.8490000000000001,False,False
225680,0.000168,0.5429999999999999,0.991,1.31e-05,0.374,-2.78,False,0.0668,150.031,0.7659999999999999,False,False
243913,3.26e-06,0.356,0.995,0.000196,0.4029999999999999,-3.366,False,0.172,183.985,0.1669999999999999,False,False
223653,0.514,0.447,0.932,3.14e-05,0.0536,-4.7,False,0.125,166.484,0.846,False,False
316420,0.0010199999999999,0.624,0.939,0.0055899999999999,0.131,-2.449,True,0.071,160.014,0.391,False,False
264066,0.0626,0.36,0.505,9.22e-05,0.172,-9.129,True,0.026,74.807,0.317,False,False
228346,0.0274,0.513,0.6609999999999999,0.0,0.118,-6.8,True,0.0439,180.118,0.461,False,False
195466,0.765,0.8590000000000001,0.244,0.0,0.126,-13.397,True,0.0562,121.962,0.875,False,False
192179,0.4589999999999999,0.716,0.497,0.000153,0.0942,-9.195,True,0.0907,77.53699999999999,0.3829999999999999,False,False
183140,0.162,0.623,0.828,0.0,0.0976,-4.272,True,0.0565,82.059,0.953,False,False
187932,0.062,0.7140000000000001,0.959,4.5e-05,0.0353,-1.503,False,0.0486,102.037,0.65,False,True
278200,0.446,0.405,0.655,0.0,0.0977,-6.676,True,0.0389,74.805,0.267,False,False
197533,0.0215,0.618,0.904,0.000305,0.086,-5.691,True,0.0298,103.968,0.768,False,False
229404,0.0598,0.445,0.721,0.0,0.129,-4.016,False,0.0471,147.90200000000002,0.212,False,False
155760,0.674,0.648,0.228,0.0,0.122,-12.684,True,0.0292,114.258,0.544,False,False
245266,0.148,0.561,0.659,9.93e-06,0.106,-6.7010000000000005,True,0.0267,76.49,0.5539999999999999,False,False
203000,0.128,0.7070000000000001,0.923,0.000437,0.273,-3.957,True,0.0521,108.049,0.8420000000000001,False,False
221440,0.183,0.591,0.794,0.0,0.292,-5.935,False,0.069,147.974,0.875,False,False
134106,0.317,0.6809999999999999,0.69,0.00018,0.24,-11.519,True,0.18,178.71,0.622,False,False
258738,0.0169,0.67,0.7090000000000001,0.00063,0.0542,-3.921,False,0.0406,98.954,0.5770000000000001,False,False
224500,2.6600000000000003e-05,0.242,0.957,0.0004089999999999,0.236,-3.621,True,0.123,186.151,0.504,False,False
223626,0.000899,0.607,0.841,0.0,0.34,-3.772,False,0.0371,104.978,0.505,False,False
208586,0.0546,0.7020000000000001,0.862,4.47e-05,0.0995,-3.941,False,0.0333,108.006,0.711,False,True
222733,1.96e-05,0.537,0.974,0.00442,0.2739999999999999,-4.553,True,0.0949,120.983,0.417,False,False
251292,0.0639,0.755,0.856,0.000796,0.384,-7.44,True,0.0701,119.995,0.738,False,False
244413,0.574,0.6509999999999999,0.867,0.0,0.0677,-4.817,False,0.182,90.021,0.84,False,False
271441,0.301,0.6,0.968,1.88e-06,0.19,-2.444,True,0.0329,123.019,0.635,False,False
202506,0.0523,0.5710000000000001,0.6970000000000001,0.0,0.2769999999999999,-5.4670000000000005,True,0.081,175.96200000000002,0.358,False,False
178146,0.0366,0.6659999999999999,0.743,1.12e-06,0.124,-4.478,True,0.0282,110.971,0.726,False,True
248893,0.706,0.537,0.5760000000000001,0.000122,0.0992,-6.836,True,0.0347,97.878,0.14,False,False
187733,0.266,0.638,0.763,0.0,0.359,-3.537,True,0.0277,124.827,0.706,False,False
210193,0.2789999999999999,0.7709999999999999,0.66,1.39e-05,0.107,-4.994,False,0.0343,112.019,0.7929999999999999,False,False
212933,0.733,0.57,0.519,0.0,0.139,-5.671,True,0.0309,139.701,0.24,False,False
198053,0.00761,0.7290000000000001,0.7709999999999999,0.0,0.087,-2.451,True,0.0725,125.011,0.873,False,False
214840,0.0168,0.5920000000000001,0.82,4.86e-05,0.324,-5.997000000000001,True,0.0342,110.989,0.521,False,False
233619,0.106,0.535,0.655,0.0,0.211,-9.079,True,0.0641,87.876,0.557,False,False
271726,0.725,0.66,0.748,0.00065,0.127,-4.855,True,0.044,90.963,0.75,False,False
200733,0.54,0.723,0.569,0.0,0.106,-6.21,True,0.0792,97.998,0.445,False,False
313892,0.0256,0.481,0.465,0.0,0.218,-8.854,True,0.104,138.001,0.0993,False,True
244826,0.0179,0.647,0.742,0.000594,0.046,-8.788,True,0.0953,100.645,0.868,False,False
186583,0.705,0.3939999999999999,0.902,0.0,0.185,-6.33,True,0.128,150.166,0.627,False,False
162075,0.129,0.44,0.85,3.79e-06,0.0959,-6.196000000000001,True,0.165,138.571,0.637,False,False
185104,0.0125,0.777,0.812,0.00233,0.0264,-3.2060000000000004,False,0.0598,103.023,0.283,False,False
185013,0.038,0.628,0.536,1.23e-05,0.115,-10.905,False,0.0324,74.862,0.7040000000000001,False,False
251692,0.7879999999999999,0.461,0.302,0.0,0.0856,-6.4,False,0.0271,79.686,0.0818,False,False
170146,0.0872,0.5920000000000001,0.469,0.0,0.0605,-12.276,True,0.0268,144.15200000000002,0.88,False,False
270160,0.207,0.39,0.898,6.64e-05,0.217,-4.089,True,0.045,90.703,0.204,False,False
221293,0.148,0.573,0.581,0.0,0.128,-3.325,True,0.0276,103.82,0.188,False,False
225533,0.37,0.552,0.8859999999999999,0.0,0.3229999999999999,-6.297000000000001,False,0.073,87.167,0.7859999999999999,False,False
215513,0.0386,0.8270000000000001,0.6970000000000001,0.0,0.0556,-4.288,True,0.0808,100.013,0.799,False,True
173493,0.238,0.67,0.5579999999999999,0.0,0.106,-9.159,True,0.0251,80.51100000000001,0.63,False,False
244720,0.211,0.7509999999999999,0.621,1.19e-06,0.165,-7.187,False,0.0801,93.02,0.419,False,False
265173,0.413,0.7859999999999999,0.87,0.000494,0.0389,-3.875,False,0.0316,100.66,0.8640000000000001,False,True
206875,0.312,0.412,0.741,0.00644,0.0887,-4.893,False,0.176,192.323,0.3829999999999999,False,False
172458,2.85e-05,0.37,0.897,0.000157,0.0365,-4.055,True,0.0665,139.921,0.505,False,False
268910,0.0984,0.763,0.742,0.0,0.38,-10.975,False,0.188,98.145,0.483,False,False
172756,0.1369999999999999,0.638,0.6609999999999999,0.0,0.245,-10.134,True,0.0341,109.268,0.4639999999999999,False,False
180013,0.00614,0.764,0.497,0.0,0.14,-9.648,True,0.148,119.929,0.0701,False,False
153866,0.635,0.564,0.283,0.0,0.188,-13.624,True,0.0407,78.715,0.6779999999999999,False,True
250373,0.0183,0.894,0.7909999999999999,0.0,0.0388,-4.699,True,0.1119999999999999,105.018,0.583,False,False
284906,0.0304,0.77,0.838,2.39e-06,0.384,-3.002,True,0.0444,91.513,0.773,False,False
214289,0.191,0.687,0.792,0.0,0.1669999999999999,-2.749,True,0.0452,100.015,0.6709999999999999,False,False
203160,0.196,0.767,0.488,0.0,0.0826,-5.524,False,0.138,93.014,0.429,False,False
224053,0.0434,0.265,0.8270000000000001,0.0,0.1169999999999999,-4.6610000000000005,True,0.104,82.03200000000001,0.131,False,False
198600,0.767,0.57,0.4639999999999999,0.0,0.113,-5.916,True,0.0385,121.969,0.633,False,False
218548,0.0462,0.792,0.665,0.0,0.103,-3.591,True,0.161,125.043,0.569,False,False
241848,0.0095,0.5920000000000001,0.877,0.000171,0.131,-4.05,False,0.0502,117.106,0.7120000000000001,False,False
217213,0.257,0.7759999999999999,0.7559999999999999,1.67e-06,0.178,-4.523,False,0.0375,92.064,0.89,False,False
207080,0.042,0.665,0.653,0.00801,0.11,-6.158,True,0.0393,176.688,0.18,False,False
174666,0.134,0.614,0.585,0.000129,0.0948,-9.483,True,0.1639999999999999,169.905,0.211,False,False
144786,0.983,0.76,0.3229999999999999,0.000475,0.134,-12.06,True,0.125,110.369,0.648,False,False
159226,0.00807,0.6,0.866,0.0005639999999999,0.114,-4.816,True,0.168,87.444,0.7609999999999999,False,False
149426,0.000909,0.522,0.695,0.0074099999999999,0.069,-11.77,True,0.0393,129.72299999999998,0.6579999999999999,False,False
216933,0.0103,0.542,0.853,0.0,0.108,-6.407,False,0.0498,105.256,0.37,False,False
216419,0.584,0.506,0.693,9.58e-05,0.0891,-7.265,False,0.0412,139.912,0.221,False,False
188045,0.8590000000000001,0.7240000000000001,0.39,0.0,0.0975,-7.073,True,0.0365,119.838,0.36,False,False
307200,0.585,0.688,0.614,0.0,0.0978,-9.247,True,0.0378,176.396,0.852,False,False
201640,0.747,0.75,0.462,0.0,0.109,-8.341000000000001,False,0.165,155.796,0.317,False,True
184266,0.0997,0.905,0.894,0.0,0.0432,-3.762,False,0.128,138.026,0.91,False,False
209573,0.921,0.471,0.179,0.0,0.1009999999999999,-10.273,True,0.089,174.273,0.1939999999999999,False,False
217296,0.192,0.595,0.569,0.0,0.0937,-7.093,False,0.0508,147.981,0.41,False,False
258573,0.265,0.865,0.5710000000000001,0.0,0.3279999999999999,-6.365,True,0.19,90.0,0.384,False,False
216585,0.732,0.589,0.271,0.0,0.0902,-10.835,True,0.0341,122.946,0.382,False,False
196746,0.0312,0.489,0.581,0.0,0.132,-5.731,True,0.0281,86.016,0.494,False,False
205821,0.679,0.718,0.695,2.84e-06,0.0902,-6.039,True,0.213,142.109,0.467,False,False
196746,0.64,0.705,0.657,0.0,0.081,-8.064,False,0.0491,97.464,0.909,False,False
194666,0.0922,0.7609999999999999,0.722,0.000366,0.132,-8.712,True,0.0428,122.764,0.966,False,False
191813,0.863,0.524,0.382,0.00033,0.32,-11.024,True,0.0289999999999999,91.955,0.466,False,False
283800,0.181,0.596,0.605,0.000331,0.0863,-12.145,True,0.0255,97.798,0.8859999999999999,False,False
292179,0.907,0.342,0.142,0.00123,0.0878,-14.618,True,0.0349,62.978,0.0429,False,False
194453,0.4029999999999999,0.667,0.613,0.0,0.115,-5.353,True,0.0344,91.024,0.47,False,True
241186,0.0402,0.8540000000000001,0.7090000000000001,0.0,0.0901,-5.214,False,0.105,129.929,0.4029999999999999,False,False
301639,0.711,0.7190000000000001,0.487,8.36e-05,0.0958,-6.21,False,0.0604,121.729,0.345,False,False
263826,0.00373,0.862,0.608,6.14e-06,0.0856,-4.762,True,0.0402,120.002,0.836,False,False
140440,0.6990000000000001,0.6809999999999999,0.638,0.000629,0.0581,-7.818,True,0.0367,96.882,0.677,False,False
146373,0.3379999999999999,0.759,0.805,0.0,0.375,-3.666,True,0.0372,138.407,0.848,False,False
243160,0.149,0.615,0.633,0.0,0.298,-5.113,True,0.0388,89.662,0.622,False,False
302320,0.294,0.725,0.889,0.00311,0.252,-3.257,True,0.0471,99.672,0.924,False,False
191229,0.0908,0.6990000000000001,0.76,0.0,0.341,-6.395,True,0.12,172.03599999999997,0.621,False,False
233693,0.475,0.667,0.753,0.0,0.0915,-3.035,True,0.0336,124.979,0.6990000000000001,False,False
164004,0.0157,0.775,0.513,0.0,0.127,-7.653,False,0.0613,137.032,0.585,False,False
176133,0.315,0.754,0.805,0.0,0.203,-4.249,True,0.0752,93.983,0.555,False,False
163216,0.0476,0.752,0.764,9.44e-05,0.0543,-4.399,True,0.038,121.958,0.5820000000000001,False,True
201287,0.286,0.672,0.735,0.0,0.242,-4.7330000000000005,True,0.0457,115.741,0.754,False,False
204786,0.449,0.56,0.593,2.68e-06,0.124,-5.415,False,0.0418,168.037,0.693,False,False
186000,0.107,0.624,0.7929999999999999,0.0,0.166,-6.37,True,0.0449,104.94,0.7509999999999999,False,False
202285,0.00342,0.536,0.8420000000000001,0.0069999999999999,0.11,-5.547999999999999,False,0.0685,140.013,0.09,False,False
241606,0.557,0.544,0.5479999999999999,0.000176,0.223,-10.116,False,0.1,77.737,0.325,False,False
214106,0.00966,0.446,0.902,0.00301,0.135,-4.698,True,0.0423,92.496,0.203,False,False
215906,0.3279999999999999,0.757,0.416,0.00119,0.0535,-14.597,True,0.0665,125.038,0.7140000000000001,False,False
201093,0.0579999999999999,0.727,0.588,5.46e-06,0.0414,-9.568,True,0.0253,104.413,0.964,False,True
222653,0.0441,0.737,0.636,6.659999999999999e-05,0.35,-4.546,False,0.0437,105.005,0.565,False,False
289666,0.563,0.608,0.6759999999999999,0.000956,0.0962,-6.581,False,0.0329,164.99200000000002,0.823,False,False
172586,0.957,0.7070000000000001,0.163,4.59e-06,0.0988,-12.704,True,0.0369,142.451,0.519,False,False
216455,3.34e-05,0.257,0.986,0.00282,0.0945,-5.647,True,0.201,90.01,0.254,False,False
227152,0.787,0.5,0.201,0.0,0.184,-6.837999999999999,True,0.0335,119.718,0.436,False,False
307660,0.0519,0.901,0.529,0.0,0.179,-4.4430000000000005,True,0.191,138.003,0.146,False,False
196720,0.019,0.636,0.98,2.37e-06,0.0905,-2.222,False,0.0476,129.996,0.96,False,False
311120,0.124,0.85,0.818,0.00135,0.349,-8.623,True,0.0904,105.266,0.8390000000000001,False,False
183400,0.3339999999999999,0.6,0.843,0.0,0.346,-7.489,True,0.0462,115.081,0.866,False,False
257200,0.0117,0.421,0.7909999999999999,1.4800000000000002e-05,0.146,-4.998,True,0.0496,130.075,0.499,False,False
171121,0.00658,0.8079999999999999,0.873,0.0,0.0509,-5.2170000000000005,False,0.131,102.998,0.736,False,False
225172,0.0224,0.5870000000000001,0.893,0.0014199999999999,0.123,-2.508,True,0.0403,87.056,0.0535,False,False
265333,0.0113,0.619,0.7509999999999999,7.87e-05,0.123,-11.568,False,0.0417,126.079,0.532,False,False
279520,0.195,0.7070000000000001,0.735,5.88e-06,0.347,-4.881,False,0.0615,86.271,0.8290000000000001,False,False
202772,0.00427,0.774,0.792,1.15e-06,0.283,-4.019,False,0.2239999999999999,98.1,0.505,False,False
272440,0.142,0.606,0.852,0.00966,0.1009999999999999,-6.606,True,0.0363,96.083,0.6729999999999999,False,False
271426,0.0398,0.509,0.7809999999999999,0.0,0.0749,-3.48,True,0.072,128.0,0.176,False,False
230906,0.7959999999999999,0.804,0.3829999999999999,0.0,0.325,-8.532,True,0.0633,129.901,0.47,False,False
